id,typ,herkunft,variante,frage,kernaussage,erwartete_quellen,antwort,zitiert,kontext_dateien,quellen_ok,kernaussage_ok,treu,luecke_ok,kernaussage_begruendung,treu_begruendung,luecke_begruendung,zitiert_veraltet,veraltet_gekennzeichnet,veraltet_begruendung,kosten_in_usd,kosten_cache_write_usd,kosten_cache_read_usd,kosten_out_usd,input_tokens,cache_write_tokens,cache_read_tokens,output_tokens,retrieval_s,llm_s,gesamt_s,alles_ok
20,aehnlich,entwurf,contextual,"Ich habe mein Abo im App Store gekündigt, aber in der App steht immer noch Pro aktiv bis 2027. Was gilt denn jetzt?","Normal: Pro läuft bis zum Ende des bezahlten Zeitraums weiter, danach Free; keine weitere Abbuchung",abo-kuendigen.md,"Das ist völlig normal! 😊 

Wenn du dein Pro-Abo gekündigt hast, **läuft dein Pro-Zugang bis zum Ende des bereits bezahlten Zeitraums weiter** – in deinem Fall also bis 2027. Das ist kein Fehler, sondern so vorgesehen. Erst danach wird dein Konto automatisch auf die kostenlose Version umgestellt.

Es erfolgt keine weitere Abbuchung nach der Kündigung, das kannst du beruhigt sein.

Quellen: abo-kuendigen.md; preise-und-tarife.md",abo-kuendigen.md; preise-und-tarife.md,preise-und-tarife.md; tarif-wechseln.md; abo-kuendigen.md; erstattungen.md,1,1,1,,"Die Antwort gibt korrekt wieder, dass Pro bis zum Ende des bezahlten Zeitraums weiterläuft, danach auf Free umgestellt wird und keine weitere Abbuchung erfolgt – die Kernaussage ist vollständig und ohne Widerspruch enthalten.","Alle inhaltlichen Aussagen (Weiterlaufen bis Zeitraumende, Umstellung auf Free, keine weitere Abbuchung) sind wörtlich aus abo-kuendigen.md gedeckt; die Erwähnung von '2027' übernimmt nur die Nutzerangabe und stellt keine eigene unbelegte Behauptung dar.",,0,,,0.001732,0.0,0.0,0.00077,1732,0,0,154,0.0826,2.434,2.517,1
21,aehnlich,entwurf,contextual,hab ausversehen mein konto gelöscht. kann man das rückgängig machen? war 2 jahre drin,"Nein, die Löschung ist endgültig, auch der Support kann sie nicht rückgängig machen",konto-loeschen.md,"Das tut mir leid! Leider kann ich dir hier keine gute Nachricht geben: Eine Kontolöschung **kann nicht rückgängig gemacht werden**, auch nicht durch den Support. Das ist eine endgültige Aktion.

Deine Daten (Habits, Verlauf, Streaks, Fokus-Timer-Sitzungen und Einstellungen) werden sofort gelöscht und spätestens nach 30 Tagen auch aus den Backups entfernt.

**Was du jetzt tun kannst:**
Wenn es sich um einen Fehler handelt, kontaktiere den Support direkt in der App unter **Einstellungen > Hilfe > Kontakt**. Vielleicht können sie dir in dieser speziellen Situation weiterhelfen – es ist einen Versuch wert!

Quellen: konto-loeschen.md",konto-loeschen.md,konto-loeschen.md; passwort-zuruecksetzen.md; doppelte-abbuchung.md,1,0,0,,"Die Antwort nennt zwar korrekt, dass die Löschung endgültig ist und auch der Support sie nicht rückgängig machen kann, widerspricht dieser Aussage aber direkt, indem sie suggeriert, der Support könnte in diesem Fall doch noch helfen. Damit wird die Kernaussage untergraben.","Die Fakten zu Löschung, Daten und Backup-Frist sind durch den Kontext gedeckt, doch die Spekulation, der Support könne in dieser speziellen Situation vielleicht doch weiterhelfen, steht im Widerspruch zur expliziten Kontextaussage, dass die Löschung auch durch den Support nicht rückgängig gemacht werden kann.",,0,,,0.001727,0.0,0.0,0.001085,1727,0,0,217,0.0879,3.061,3.149,0
22,aehnlich,entwurf,contextual,"will nicht mehr zahlen aber meine habits behalten, muss ich dafür mein konto löschen?","Nein, Abo kündigen reicht: Pro läuft bis Periodenende, danach Free, alle Daten bleiben erhalten; Konto löschen würde alles endgültig entfernen",abo-kuendigen.md,"Nein, du musst dein Konto **nicht** löschen! Das wäre sogar die falsche Lösung, denn dann würden alle deine Habits und Daten endgültig gelöscht.

Das Richtige für dich ist, **dein Pro-Abo zu kündigen**:

- Dein Konto und alle deine Habits bleiben erhalten
- Es erfolgt keine weitere Abbuchung
- Du kannst FocusFlow danach kostenlos weiternutzen
- Hast du mehr als 3 aktive Habits, wirst du gebeten, 3 davon auszuwählen – die übrigen werden archiviert, ihr Verlauf bleibt aber sichtbar

Du kannst Pro jederzeit später wieder abschließen, und deine archivierten Habits werden dann automatisch reaktiviert.

Wie du dein Abo kündigst, erfährst du im Artikel „Abo kündigen"" – schau dort nach deiner Plattform (Web, App Store oder Google Play).

Quellen: abo-kuendigen.md; konto-loeschen.md",abo-kuendigen.md; konto-loeschen.md,konto-loeschen.md; habits-anlegen.md; abo-kuendigen.md,1,1,1,,"Die Antwort enthält die Hauptaussage vollständig: Kündigen statt Löschen genügt, Daten bleiben erhalten, Konto löschen würde alles entfernen. Der Punkt 'Pro läuft bis Periodenende' fehlt zwar explizit, ist aber ein tolerierbarer Nebenpunkt.","Alle genannten Fakten (Kündigung erhält Konto/Daten, keine weitere Abbuchung, Reaktivierung archivierter Habits, Löschung entfernt alles endgültig, Verweis auf Artikel 'Abo kündigen') sind wörtlich oder direkt aus dem Kontext gedeckt.",,0,,,0.001841,0.0,0.0,0.00141,1841,0,0,282,0.0984,3.076,3.175,1
23,aehnlich,entwurf,contextual,"hab pro übers iphone gekauft. wenn ich jetzt mein konto lösche, hören die abbuchungen dann auf?","Nein, Store-Abos werden nicht automatisch beendet; vorher im App Store kündigen, sonst wird weiter abgebucht",konto-loeschen.md,"Gute Frage! Hier ist wichtig zu wissen:

**Abos über den App Store (iPhone) werden bei einer Kontolöschung nicht automatisch beendet.** Das bedeutet, dass die Abbuchungen weitergehen, auch wenn dein FocusFlow-Konto gelöscht ist.

**Das solltest du tun:** Kündige dein Pro-Abo **vor der Kontolöschung** direkt im App Store. Dann stoppt die Abbuchung, und du kannst dein Konto sicher löschen.

Falls du nur nicht mehr für Pro bezahlen möchtest, ist eine Kontolöschung meist nicht nötig – du kannst das Abo einfach kündigen und FocusFlow kostenlos weiternutzen.

Quellen: konto-loeschen.md; abo-kuendigen.md",konto-loeschen.md; abo-kuendigen.md,konto-loeschen.md; erstattungen.md; abo-kuendigen.md; pro-funktionen-und-preise.md,1,1,1,,"Die Antwort vermittelt klar, dass Store-Abos bei Kontolöschung nicht automatisch enden und man vorher im App Store kündigen sollte, sonst wird weiter abgebucht – das entspricht genau der Soll-Kernaussage.","Alle Aussagen (Store-Abos werden nicht automatisch beendet, vorher kündigen, Hinweis auf Abo kündigen statt Konto löschen) sind wörtlich oder sinngemäß durch den Kontext gedeckt.",,0,,,0.001765,0.0,0.0,0.001085,1765,0,0,217,0.0921,2.823,2.915,1
24,luecke,entwurf,contextual,gibt es die app auch auf spanisch?,"Dazu gibt es keine Information, Verweis an den Support",keine,"Deine Frage zur Sprachverfügbarkeit von FocusFlow kann ich leider nicht anhand unserer Hilfeartikel beantworten. 

Bitte wende dich direkt an unseren Support – du findest ihn in der App unter **Einstellungen > Hilfe > Kontakt**. Das Team kann dir dort genaue Informationen zu verfügbaren Sprachen geben.

Quellen: keine",keine,roadmap-faq.md; synchronisierung.md; widgets.md,1,,1,1,,"Die einzige inhaltliche Aussage ist der Verweis an den Support, der laut Vorgabe immer als gedeckt gilt; es werden keine weiteren unbelegten Behauptungen gemacht.","Die Antwort erklärt korrekt, dass die Sprachverfügbarkeit nicht in den Hilfeartikeln behandelt wird, gibt keine inhaltliche Vermutung ab und verweist ausschließlich an den Support.",0,,,0.00111,0.0,0.0,0.000555,1110,0,0,111,0.0889,1.703,1.792,1
25,luecke,entwurf,contextual,"Hallo, ich benötige für die letzten 6 Monate Rechnungen mit meiner Firmenanschrift und USt-IdNr. Können Sie mir diese zusenden?","Dazu gibt es keine Information, Verweis an den Support",keine,"Hallo! Deine Frage zu Rechnungen mit Firmenanschrift und USt-IdNr. kann ich leider anhand unserer verfügbaren Hilfeartikel nicht beantworten.

Bitte wende dich direkt an unseren Support: Öffne dazu in der FocusFlow-App **Einstellungen > Hilfe > Kontakt** und schildere dein Anliegen dort. Das Team wird dir gerne weiterhelfen!

Quellen: keine",keine,doppelte-abbuchung.md; tarif-wechseln.md; konten-zusammenfuehren.md; erstattungen.md,1,,1,1,,"Die Antwort enthält keine inhaltlichen Behauptungen aus dem Kontext, sondern nur den vorgegebenen Support-Verweis, der immer als gedeckt gilt.","Die Antwort erklärt klar, dass zu Rechnungen mit Firmenanschrift und USt-IdNr. keine Information vorliegt, verweist auf den Support und gibt keine inhaltliche Antwort oder Vermutung ab.",0,,,0.001434,0.0,0.0,0.000645,1434,0,0,129,0.0761,2.186,2.263,1
26,veraltet,entwurf,contextual,lohnt sich das jahresabo? wieviel spart man da gegenüber monatlich?,"59 USD/Jahr statt 6,99 USD/Monat, rund 4,92 USD pro Monat, also ca. 30 % günstiger (nicht ""ein Drittel"" / 39,99 wie auf der alten Seite)",preise-und-tarife.md,"Ja, das Jahresabo lohnt sich! 🎯

**Die Ersparnis:**
- **Monatlich:** 4,99 USD pro Monat = 59,88 USD pro Jahr
- **Jährlich:** 39,99 USD pro Jahr

Du sparst damit etwa **ein Drittel** gegenüber der monatlichen Zahlung – konkret rund **20 USD pro Jahr**.

Das ist eine solide Ersparnis, wenn du FocusFlow Pro längerfristig nutzen möchtest!

Quellen: pro-funktionen-und-preise.md",pro-funktionen-und-preise.md,tarif-wechseln.md; pro-funktionen-und-preise.md; erstattungen.md,0,0,1,,"Die Antwort nutzt die veralteten Zahlen (4,99/39,99, 'ein Drittel') statt der aktuellen Werte aus tarif-wechseln.md (6,99/59 USD, ca. 30%), wodurch die Kernaussage der aktuellen Preisstruktur nicht korrekt wiedergegeben und teilweise widersprochen wird.","Alle genannten Zahlen (4,99 USD, 39,99 USD, 'ein Drittel') stammen wörtlich aus der Quelle pro-funktionen-und-preise.md, und die Ersparnisberechnung (59,88-39,99≈20 USD) ist eine direkte, logisch zwingende Folgerung daraus; auch ältere Quellen gelten laut Kriterium als gedeckt.",,1,0,"Die Antwort zitiert ausschließlich die veralteten Preise (4,99/39,99 USD) aus der 2024-Seite, kennzeichnet sie nicht als veraltet und nennt die aktuellen Werte (6,99/59 USD) aus der 2026-Seite überhaupt nicht.",0.00155,0.0,0.0,0.000755,1550,0,0,151,0.0943,1.947,2.041,0
27,mehrquellen,entwurf,contextual,hab aus versehen zwei konten und beide haben pro. kann man die zusammenlegen und krieg ich für eins das geld zurück?,"Zusammenführen geht nur, wenn höchstens ein Konto Pro hat: das andere kündigen und auslaufen lassen, keine automatische Erstattung; ein Jahresabo ist nur innerhalb von 14 Tagen erstattbar",konten-zusammenfuehren.md; erstattungen.md,"Gute Nachricht: Ja, wir können deine beiden Konten zusammenführen! 

Allerdings gibt es eine wichtige Voraussetzung: **Nur ein Konto darf ein aktives Pro-Abo haben.** Da beide deine Konten Pro haben, musst du vorher eines der Abos kündigen und dessen Laufzeit ablaufen lassen. 

Wichtig zu wissen: Eine automatische Erstattung für das gekündigte Abo erfolgt leider nicht.

Sobald nur noch ein Pro-Abo aktiv ist, kann unser Support die Konten zusammenführen. Kontaktiere uns dann über **Einstellungen > Hilfe > Kontakt** und schildere die Situation.

Quellen: konten-zusammenfuehren.md",konten-zusammenfuehren.md,konten-zusammenfuehren.md; erstattungen.md; doppelte-abbuchung.md,0,0,1,,"Die Antwort erklärt korrekt, dass nur ein Konto Pro haben darf und keine automatische Erstattung für das gekündigte Abo erfolgt, lässt aber den zentralen Punkt aus der Sollaussage aus, dass ein Jahresabo innerhalb von 14 Tagen dennoch erstattbar sein kann – die Frage nach dem Geld zurück wird damit nicht vollständig und im Sinne der Sollaussage beantwortet.","Alle Aussagen der Antwort (Zusammenführung möglich, nur ein Pro-Konto erlaubt, Kündigung nötig, keine automatische Erstattung, Verweis an Support) sind wörtlich durch den Kontext gedeckt.",,0,,,0.00139,0.0,0.0,0.00101,1390,0,0,202,0.0935,2.67,2.764,0
1,einfach,mensch,articles,"hab die passwort mail bekommen aber erst abends reingeschaut, link geht nicht mehr. wie lange ist der eigentlich gültig?","Link ist 60 Minuten gültig, nur einmal nutzbar; neuen Link anfordern",passwort-zuruecksetzen.md,"Der Link zum Zurücksetzen deines Passworts ist **60 Minuten** gültig und kann nur einmal verwendet werden. Das erklärt, warum er nicht mehr funktioniert – die Zeit ist abgelaufen.

Kein Problem: Geh einfach wieder auf dem Anmeldebildschirm auf **„Passwort vergessen?""** und fordere einen neuen Link an. Der neue Link ist dann wieder 60 Minuten gültig.

Quellen: passwort-zuruecksetzen.md",passwort-zuruecksetzen.md,passwort-zuruecksetzen.md; verdaechtige-anmeldungen.md; konten-zusammenfuehren.md,1,1,1,,"Die Antwort enthält die Kernaussage vollständig: 60 Minuten Gültigkeit, einmalige Nutzung und den Hinweis, einen neuen Link anzufordern.","Alle Aussagen (60 Minuten Gültigkeit, einmalige Nutzung, erneutes Anfordern über 'Passwort vergessen?') sind wörtlich durch den Kontext gedeckt.",,0,,,0.00222,0.0,0.0,0.000665,2220,0,0,133,0.0898,2.047,2.137,1
2,veraltet,mensch,articles,"auf eurer seite steht pro kostet 4,99 im monat und man kann 7 tage kostenlos testen. stimmt das so?","Nein: aktuell 6,99 USD/Monat oder 59 USD/Jahr, keine Testphase",preise-und-tarife.md,"Das stimmt nicht ganz – die Informationen sind veraltet. Hier sind die aktuellen Preise:

**FocusFlow Pro kostet:**
- **6,99 USD pro Monat** oder
- **59 USD pro Jahr** (das sind etwa 4,92 USD pro Monat, also ca. 30 % günstiger)

**Zur kostenlosen Testphase:** Derzeit bieten wir **keine kostenlose Testphase** an. Du kannst die Free-Version aber unbegrenzt nutzen und jederzeit zu Pro upgraden.

Falls du auf der Website noch die alten Preise siehst, könnte es sein, dass dein Browser den Cache nicht aktualisiert hat. Versuche, die Seite neu zu laden oder den Cache zu leeren.

Quellen: preise-und-tarife.md",preise-und-tarife.md,pro-funktionen-und-preise.md; preise-und-tarife.md; doppelte-abbuchung.md,1,1,0,,"Die Antwort nennt korrekt die aktuellen Preise (6,99 USD/Monat bzw. 59 USD/Jahr) und stellt klar, dass es derzeit keine kostenlose Testphase gibt – die geforderte Kernaussage ist vollständig und widerspruchsfrei enthalten.","Die Preis- und Testphasenangaben sind wörtlich durch preise-und-tarife.md gedeckt, aber die Vermutung über einen veralteten Browser-Cache als Erklärung für die falschen Preise ist eine Erfindung des Assistenten und findet sich in keiner Quelle.",,0,,,0.002219,0.0,0.0,0.001055,2219,0,0,211,0.09,2.893,2.983,0
3,veraltet,mensch,articles,Gibt es eine Testphase für Pro,"Nein, eine Testphase wird nicht mehr angeboten, andere Info ist veraltet",preise-und-tarife.md,"Das hängt davon ab, wann du die Frage stellst – die Informationen in unseren Hilfartikeln widersprechen sich hier:

**Aktuelle Regelung (seit Juli 2026):** Es gibt derzeit **keine kostenlose Testphase** für Pro. Du kannst die Free-Version aber unbegrenzt nutzen und jederzeit upgraden.

**Ältere Information:** Früher gab es eine 7-tägige kostenlose Testphase beim ersten Abschluss von Pro.

Wenn du unsicher bist, welche Regelung gerade gilt, schreib uns gerne über **Einstellungen > Hilfe > Kontakt** – unser Support-Team kann dir die aktuelle Situation für dein Konto klären.

Quellen: preise-und-tarife.md; pro-funktionen-und-preise.md",preise-und-tarife.md; pro-funktionen-und-preise.md,pro-funktionen-und-preise.md; preise-und-tarife.md; roadmap-faq.md,1,1,1,,"Die Antwort nennt klar, dass es aktuell keine Testphase mehr gibt und dass die 7-tägige Testphase eine ältere, überholte Information ist – genau die Soll-Kernaussage wird vermittelt.","Alle Aussagen (keine Testphase laut neuerem Artikel, unbegrenzte Free-Nutzung, ältere 7-tägige Testphase) sind wörtlich aus den Quellen übernommen, und der Support-Verweis gilt als vorgegeben und damit gedeckt.",,1,1,"Die Antwort kennzeichnet die alte 7-Tage-Testphase ausdrücklich als 'ältere Information' und nennt zugleich klar den aktuellen Stand (keine Testphase mehr seit Juli 2026), womit beide Kriterien erfüllt sind.",0.002233,0.0,0.0,0.0011,2233,0,0,220,0.102,3.276,3.378,1
4,einfach,mensch,articles,Kann ich mich mit Apple Login einloggen bzw einen Account erstellen,"Nein, nur Google und E-Mail/Passwort werden unterstützt",anmelden-mit-google.md,"Nein, FocusFlow unterstützt derzeit **keine Apple-Anmeldung**. 

Du kannst dich nur auf zwei Wegen anmelden:
- **E-Mail und Passwort**
- **Mit Google anmelden**

Beide Methoden funktionieren auf iOS, Android und im Web.

Wenn du einen Feature-Wunsch für Apple Login hast, kannst du diesen gerne über **Einstellungen > Hilfe > Feedback** einreichen und für bestehende Vorschläge abstimmen. Das Team liest alle Einsendungen!

Quellen: anmelden-mit-google.md",anmelden-mit-google.md,anmelden-mit-google.md; roadmap-faq.md; verdaechtige-anmeldungen.md,1,1,0,,"Die Antwort vermittelt korrekt, dass kein Apple-Login möglich ist und nur E-Mail/Passwort sowie Google unterstützt werden – die Kernaussage ist klar enthalten.","Der Kontext sagt nur, dass die Google-Anmeldung auf iOS, Android und im Web funktioniert; die Behauptung, dass 'beide Methoden' (also auch E-Mail/Passwort) auf allen Plattformen funktionieren, ist nicht explizit im Kontext gedeckt.",,0,,,0.002321,0.0,0.0,0.000815,2321,0,0,163,0.0925,2.623,2.716,0
5,einfach,mensch_korrigiert,articles,Wieviele Habits kann ich in der Pro Version tracken,Unbeschränkt viele,habits-anlegen.md; preise-und-tarife.md,"Mit FocusFlow Pro kannst du **unbegrenzt viele Habits** tracken! 🎉

In der kostenlosen Version bist du auf 3 aktive Habits gleichzeitig begrenzt, aber mit Pro entfällt diese Obergrenze komplett.

Quellen: pro-funktionen-und-preise.md;habits-anlegen.md",pro-funktionen-und-preise.md; habits-anlegen.md,habits-anlegen.md; streaks.md; pro-funktionen-und-preise.md,1,1,1,,"Die Antwort enthält klar die Kernaussage, dass mit Pro unbegrenzt viele Habits möglich sind, was der Soll-Kernaussage entspricht.","Beide Aussagen (Free-Limit von 3 aktiven Habits, unbegrenzte Anzahl mit Pro) sind wörtlich durch den Kontext gedeckt.",,1,0,"Die Antwort zitiert die veraltete Seite als Quelle, ohne diese als überholt zu kennzeichnen, und verweist nicht auf die aktuelle Seite von 2026, obwohl der Wert dort identisch ist. Da Kriterium 1 (ausdrückliche Kennzeichnung als veraltet) nicht erfüllt ist, gilt die Angabe als nicht veraltet gekennzeichnet.",0.002164,0.0,0.0,0.000465,2164,0,0,93,0.0853,1.686,1.771,1
6,einfach,mensch,articles,"Der Fokustimer lässt sich nicht verstellen, ich nutze die Free version","Korrekt: Free läuft fest mit 25/5/15 Minuten, einstellbar (5–90 Min.) nur mit Pro",fokus-timer.md,"Das ist völlig normal! 😊 

In der **Free-Version** ist der Fokus-Timer auf die Standardzeiten festgelegt: **25 Minuten Fokus, 5 Minuten Pause und 15 Minuten lange Pause**. Diese lassen sich nicht anpassen.

Die Möglichkeit, Fokus- und Pausenzeiten frei einzustellen (zwischen 5 und 90 Minuten), ist eine **Pro-Funktion**. Mit Pro kannst du den Timer auch mit Hintergrundklängen wie Regen, Café oder weißem Rauschen nutzen.

Wenn du diese Flexibilität brauchst, kannst du jederzeit auf **FocusFlow Pro** upgraden – das kostet 6,99 USD pro Monat oder 59 USD pro Jahr. Du kannst die Free-Version aber auch unbegrenzt weiternutzen!

Quellen: fokus-timer.md; preise-und-tarife.md",fokus-timer.md; preise-und-tarife.md,preise-und-tarife.md; fokus-timer.md; pro-funktionen-und-preise.md,1,1,1,,"Die Antwort enthält die Kernaussage korrekt: Free läuft fest mit 25/5/15 Minuten, einstellbar von 5–90 Minuten nur mit Pro.","Alle Aussagen (Standardzeiten, Pro-Einstellbarkeit 5-90 Minuten, Hintergrundklänge, Preise 6,99 USD/Monat bzw. 59 USD/Jahr, unbegrenzte Free-Nutzung) sind durch die aktuelleren Quellen fokus-timer.md und preise-und-tarife.md gedeckt.",,0,,,0.002208,0.0,0.0,0.001245,2208,0,0,249,0.0883,3.104,3.192,1
7,luecke,mensch_korrigiert,articles,Gibt es Mengenrabatte,"Dazu gibt es keine Information, Verweis an den Support",keine,"Das kann ich dir anhand der verfügbaren Hilfeartikel leider nicht beantworten. Die Informationen zu Mengenrabatten sind in meinem Kontext nicht enthalten.

Bitte wende dich direkt an unseren Support: In der App findest du unter **Einstellungen > Hilfe > Kontakt** die Möglichkeit, deine Frage zu stellen. Das Team hilft dir gerne weiter!

Quellen: keine",keine,tarif-wechseln.md; roadmap-faq.md; erstattungen.md,1,,1,1,,"Die Antwort behauptet nichts Inhaltliches außer dem Fehlen von Informationen und dem vorgegebenen Support-Verweis, daher ist sie vollständig durch den Kontext gedeckt.","Die Antwort sagt klar, dass zu Mengenrabatten keine Information vorliegt, verweist an den Support und gibt keine inhaltliche Antwort oder Vermutung ab.",0,,,0.002362,0.0,0.0,0.00059,2362,0,0,118,0.0941,1.861,1.955,1
8,luecke,mensch_korrigiert,articles,Kann ich Daten aus anderen Apps importieren,"Dazu gibt es keine Information, Verweis an den Support",keine,"Das kann ich dir anhand der verfügbaren Hilfeartikel leider nicht beantworten. Die Dokumentation behandelt den Import von Daten aus anderen Apps nicht.

Für diese Frage empfehle ich dir, den Support zu kontaktieren: Öffne die App, gehe zu **Einstellungen > Hilfe > Kontakt** und stelle deine Frage dort. Das Team kann dir weiterhelfen!

Quellen: keine",keine,datenschutz-und-speicherort.md; synchronisierung.md; roadmap-faq.md,1,,1,1,,"Die Antwort behauptet keine inhaltlichen Fakten aus dem Kontext, sondern verweist nur auf fehlende Informationen und den vorgegebenen Support-Kontakt, was als gedeckt gilt.","Die Antwort erklärt klar, dass die Dokumentation dazu keine Information enthält, gibt keine inhaltliche Antwort oder Vermutung und verweist korrekt an den Support.",0,,,0.002311,0.0,0.0,0.00057,2311,0,0,114,0.0956,1.939,2.035,1
9,einfach,mensch_korrigiert,articles,Wie kann ich 2FA einrichten,"Geht derzeit nicht, eigene 2FA ist geplant; wer sich mit Google anmeldet, ist über die 2FA des Google-Kontos geschützt",roadmap-faq.md; verdaechtige-anmeldungen.md,"Gute Frage! Aktuell bietet FocusFlow **keine eigene Zwei-Faktor-Authentifizierung (2FA)** an.

**Aber es gibt eine Alternative:** Wenn du dich mit **„Mit Google anmelden""** anmeldest, schützt die Zwei-Faktor-Authentifizierung deines Google-Kontos automatisch auch deinen FocusFlow-Zugang. Das ist eine sichere Lösung!

Eine 2FA speziell für FocusFlow-Konten mit E-Mail und Passwort ist zwar geplant, aber es gibt noch keinen Zeitpunkt dafür. Bis dahin empfehlen wir dir, ein langes und einzigartiges Passwort zu verwenden.

Quellen: verdaechtige-anmeldungen.md; roadmap-faq.md",verdaechtige-anmeldungen.md; roadmap-faq.md,konten-zusammenfuehren.md; roadmap-faq.md; verdaechtige-anmeldungen.md,1,1,1,,"Die Antwort enthält alle Kernpunkte: keine eigene 2FA, geplant für Zukunft, und Google-Login schützt via Google-2FA – das entspricht der Soll-Kernaussage vollständig.","Alle Aussagen sind im Kontext gedeckt (keine eigene 2FA, geplant, Google-2FA-Schutz, Passwortempfehlung); die Aussage 'kein Zeitpunkt' ist eine zulässige Folgerung aus der allgemeinen Roadmap-Politik, keine feste Termine zu nennen.",,0,,,0.002325,0.0,0.0,0.00109,2325,0,0,218,0.0966,2.476,2.573,1
10,mehrquellen,mensch_korrigiert,articles,"Ich will den Tarif wieder von Pro zu Free wechseln und hab Pro 7 Tage ausprobiert, was passiert mit Restguthaben","Kündigen: Pro läuft bis Ende des bezahlten Zeitraums, keine weitere Abbuchung. Geld zurück nur beim Jahresabo innerhalb von 14 Tagen (dann endet Pro sofort); Monatsabo wird nie erstattet",abo-kuendigen.md; erstattungen.md,"Du möchtest von Pro zurück zu Free wechseln – das ist kein Problem! 

**Zur Erstattung:** Das hängt davon ab, wie du Pro abgeschlossen hast:

- **Jahresabo:** Du bekommst den vollen Betrag zurück, wenn du die Erstattung **innerhalb von 14 Tagen** beantragst (gerechnet ab Kauf). Da du erst 7 Tage dabei bist, passt das zeitlich perfekt. Es wird der Betrag erstattet, den du tatsächlich bezahlt hast.

- **Monatsabo:** Bereits begonnene Monate werden leider nicht erstattet, auch nicht anteilig.

**So beantragst du eine Erstattung:**
- **Web-Abo:** Einstellungen > Hilfe > Kontakt > „Erstattung anfragen"". Gib deine E-Mail-Adresse und das Kaufdatum an.
- **App Store/Google Play:** Beantrage die Erstattung direkt bei Apple oder Google Play – wir können das technisch nicht selbst machen.

Nach einer Erstattung wird dein Konto sofort auf Free umgestellt, deine Daten bleiben aber erhalten.

Quellen: erstattungen.md",erstattungen.md,abo-kuendigen.md; tarif-wechseln.md; erstattungen.md,0,0,1,,"Die Antwort behandelt nur die Erstattungsregeln, lässt aber den zentralen Punkt der Kündigung – dass Pro bis zum Ende des bezahlten Zeitraums weiterläuft und keine weitere Abbuchung erfolgt – komplett aus, obwohl dies laut Soll-Kernaussage ein Hauptbestandteil ist.","Alle genannten Fakten (14-Tage-Frist, Monatsabo keine Erstattung, Rückzahlung tatsächlich bezahlten Betrags, Kontaktweg, sofortige Umstellung auf Free) stammen wörtlich aus erstattungen.md und sind somit vollständig gedeckt.",,0,,,0.002317,0.0,0.0,0.001605,2317,0,0,321,0.0892,3.775,3.865,0
11,einfach,entwurf,articles,Ich kann seit 3 Tagen den Tracker nicht nutzen weil der passwort reset mir keine email schickt.,"Spam-Ordner prüfen, nur der zuletzt gesendete Link gilt, richtige Adresse prüfen; wer sich mit Google registriert hat, hat kein Passwort und nutzt ""Mit Google anmelden""",passwort-zuruecksetzen.md,"Das ist frustrierend! Lass mich dir helfen. Nach dem Artikel zum Passwort zurücksetzen solltest du folgende Punkte prüfen:

**Häufige Gründe, warum die E-Mail nicht ankommt:**
- Schau in deinen **Spam- oder Werbung-Ordner** – die E-Mail landet dort manchmal.
- Prüfe, ob du die **richtige E-Mail-Adresse** eingegeben hast, mit der du dich registriert hast.
- Warte ein paar Minuten und fordere den Link **nicht mehrfach an** – nur der zuletzt gesendete Link ist gültig.

**Spezialfall – hast du dich mit Google angemeldet?**
Wenn du dich ursprünglich mit „Mit Google anmelden"" registriert hast, hast du kein FocusFlow-Passwort. In diesem Fall kannst du einfach auf dem Anmeldebildschirm wieder auf „Mit Google anmelden"" tippen. Wenn du dein Google-Passwort vergessen hast, musst du es bei Google zurücksetzen.

**Wenn das alles nicht hilft:**
Kontaktiere den Support direkt über die App unter **Einstellungen > Hilfe > Kontakt**. Das Team kann dir schneller weiterhelfen.

Quellen: passwort-zuruecksetzen.md",passwort-zuruecksetzen.md,passwort-zuruecksetzen.md; verdaechtige-anmeldungen.md; roadmap-faq.md,1,1,1,,"Die Antwort enthält alle Kernpunkte: Spam-Ordner prüfen, nur der zuletzt gesendete Link gilt, richtige Adresse prüfen und den Google-Sonderfall mit Verweis auf 'Mit Google anmelden'.","Alle inhaltlichen Aussagen (Spam-Ordner, mehrfaches Anfordern, richtige E-Mail-Adresse, Google-Fall) stehen wörtlich im Kontext, und der Support-Verweis ist vorgegeben und gilt als gedeckt.",,0,,,0.002272,0.0,0.0,0.001785,2272,0,0,357,0.0881,4.067,4.155,1
