id,typ,herkunft,frage,modell,variante,rang,chunk_id,datei,score,erwartet
15,einfach,entwurf,"Frage zur Datenschutzerklärung: wo genau werden die Daten gespeichert, EU oder US?",bge-m3,sections,3,datenschutz-und-speicherort.md#3,datenschutz-und-speicherort.md,0.5461,1
16,einfach,entwurf,gibts eigentlich ein widget für android oder nur fürs iphone?,bge-m3,sections,1,widgets.md#2,widgets.md,0.6185,1
16,einfach,entwurf,gibts eigentlich ein widget für android oder nur fürs iphone?,bge-m3,sections,2,widgets.md#6,widgets.md,0.5878,1
16,einfach,entwurf,gibts eigentlich ein widget für android oder nur fürs iphone?,bge-m3,sections,3,widgets.md#3,widgets.md,0.5859,1
17,mehrquellen,entwurf,"Ich melde mich mit Google an, hatte früher aber ein Konto mit derselben Mail per Passwort. Jetzt sehe ich zwei unterschiedliche Habit-Listen. Wie führe ich die zusammen?",bge-m3,sections,1,anmelden-mit-google.md#2,anmelden-mit-google.md,0.6702,1
17,mehrquellen,entwurf,"Ich melde mich mit Google an, hatte früher aber ein Konto mit derselben Mail per Passwort. Jetzt sehe ich zwei unterschiedliche Habit-Listen. Wie führe ich die zusammen?",bge-m3,sections,2,konten-zusammenfuehren.md#0,konten-zusammenfuehren.md,0.6551,1
17,mehrquellen,entwurf,"Ich melde mich mit Google an, hatte früher aber ein Konto mit derselben Mail per Passwort. Jetzt sehe ich zwei unterschiedliche Habit-Listen. Wie führe ich die zusammen?",bge-m3,sections,3,roadmap-faq.md#3,roadmap-faq.md,0.6308,0
18,einfach,entwurf,"Hab von monatlich auf jährlich gewechselt und wurde sofort voll belastet, obwohl der laufende Monat schon bezahlt war. Bitte prüfen.",bge-m3,sections,1,doppelte-abbuchung.md#0,doppelte-abbuchung.md,0.6934,0
18,einfach,entwurf,"Hab von monatlich auf jährlich gewechselt und wurde sofort voll belastet, obwohl der laufende Monat schon bezahlt war. Bitte prüfen.",bge-m3,sections,2,tarif-wechseln.md#0,tarif-wechseln.md,0.6586,1
18,einfach,entwurf,"Hab von monatlich auf jährlich gewechselt und wurde sofort voll belastet, obwohl der laufende Monat schon bezahlt war. Bitte prüfen.",bge-m3,sections,3,tarif-wechseln.md#2,tarif-wechseln.md,0.6496,1
19,mehrquellen,entwurf,"bin vor ner woche von monatlich auf jährlich umgestiegen, war doch ne blöde idee. kann ich zurück und krieg mein geld wieder?",bge-m3,sections,1,tarif-wechseln.md#2,tarif-wechseln.md,0.6419,1
19,mehrquellen,entwurf,"bin vor ner woche von monatlich auf jährlich umgestiegen, war doch ne blöde idee. kann ich zurück und krieg mein geld wieder?",bge-m3,sections,2,tarif-wechseln.md#0,tarif-wechseln.md,0.6409,1
19,mehrquellen,entwurf,"bin vor ner woche von monatlich auf jährlich umgestiegen, war doch ne blöde idee. kann ich zurück und krieg mein geld wieder?",bge-m3,sections,3,doppelte-abbuchung.md#0,doppelte-abbuchung.md,0.6155,0
20,aehnlich,entwurf,"Ich habe mein Abo im App Store gekündigt, aber in der App steht immer noch Pro aktiv bis 2027. Was gilt denn jetzt?",bge-m3,sections,1,konto-loeschen.md#1,konto-loeschen.md,0.6602,0
20,aehnlich,entwurf,"Ich habe mein Abo im App Store gekündigt, aber in der App steht immer noch Pro aktiv bis 2027. Was gilt denn jetzt?",bge-m3,sections,2,preise-und-tarife.md#3,preise-und-tarife.md,0.6432,0
20,aehnlich,entwurf,"Ich habe mein Abo im App Store gekündigt, aber in der App steht immer noch Pro aktiv bis 2027. Was gilt denn jetzt?",bge-m3,sections,3,erstattungen.md#4,erstattungen.md,0.6252,0
21,aehnlich,entwurf,hab ausversehen mein konto gelöscht. kann man das rückgängig machen? war 2 jahre drin,bge-m3,sections,1,passwort-zuruecksetzen.md#0,passwort-zuruecksetzen.md,0.6507,0
21,aehnlich,entwurf,hab ausversehen mein konto gelöscht. kann man das rückgängig machen? war 2 jahre drin,bge-m3,sections,2,konto-loeschen.md#1,konto-loeschen.md,0.6234,1
21,aehnlich,entwurf,hab ausversehen mein konto gelöscht. kann man das rückgängig machen? war 2 jahre drin,bge-m3,sections,3,datenschutz-und-speicherort.md#6,datenschutz-und-speicherort.md,0.5996,0
22,aehnlich,entwurf,"will nicht mehr zahlen aber meine habits behalten, muss ich dafür mein konto löschen?",bge-m3,sections,1,konto-loeschen.md#1,konto-loeschen.md,0.6266,0
22,aehnlich,entwurf,"will nicht mehr zahlen aber meine habits behalten, muss ich dafür mein konto löschen?",bge-m3,sections,2,konto-loeschen.md#0,konto-loeschen.md,0.6256,0
22,aehnlich,entwurf,"will nicht mehr zahlen aber meine habits behalten, muss ich dafür mein konto löschen?",bge-m3,sections,3,konten-zusammenfuehren.md#2,konten-zusammenfuehren.md,0.6194,0
23,aehnlich,entwurf,"hab pro übers iphone gekauft. wenn ich jetzt mein konto lösche, hören die abbuchungen dann auf?",bge-m3,sections,1,konto-loeschen.md#1,konto-loeschen.md,0.7339,1
23,aehnlich,entwurf,"hab pro übers iphone gekauft. wenn ich jetzt mein konto lösche, hören die abbuchungen dann auf?",bge-m3,sections,2,abo-kuendigen.md#1,abo-kuendigen.md,0.6684,0
23,aehnlich,entwurf,"hab pro übers iphone gekauft. wenn ich jetzt mein konto lösche, hören die abbuchungen dann auf?",bge-m3,sections,3,erstattungen.md#4,erstattungen.md,0.6622,0
24,luecke,entwurf,gibt es die app auch auf spanisch?,bge-m3,sections,1,roadmap-faq.md#7,roadmap-faq.md,0.5028,0
24,luecke,entwurf,gibt es die app auch auf spanisch?,bge-m3,sections,2,roadmap-faq.md#5,roadmap-faq.md,0.5004,0
24,luecke,entwurf,gibt es die app auch auf spanisch?,bge-m3,sections,3,synchronisierung.md#0,synchronisierung.md,0.4664,0
25,luecke,entwurf,"Hallo, ich benötige für die letzten 6 Monate Rechnungen mit meiner Firmenanschrift und USt-IdNr. Können Sie mir diese zusenden?",bge-m3,sections,1,doppelte-abbuchung.md#0,doppelte-abbuchung.md,0.5455,0
25,luecke,entwurf,"Hallo, ich benötige für die letzten 6 Monate Rechnungen mit meiner Firmenanschrift und USt-IdNr. Können Sie mir diese zusenden?",bge-m3,sections,2,bekannte-probleme.md#0,bekannte-probleme.md,0.5223,0
25,luecke,entwurf,"Hallo, ich benötige für die letzten 6 Monate Rechnungen mit meiner Firmenanschrift und USt-IdNr. Können Sie mir diese zusenden?",bge-m3,sections,3,konten-zusammenfuehren.md#3,konten-zusammenfuehren.md,0.5084,0
26,veraltet,entwurf,lohnt sich das jahresabo? wieviel spart man da gegenüber monatlich?,bge-m3,sections,1,pro-funktionen-und-preise.md#2,pro-funktionen-und-preise.md,0.6381,0
26,veraltet,entwurf,lohnt sich das jahresabo? wieviel spart man da gegenüber monatlich?,bge-m3,sections,2,erstattungen.md#1,erstattungen.md,0.5929,0
26,veraltet,entwurf,lohnt sich das jahresabo? wieviel spart man da gegenüber monatlich?,bge-m3,sections,3,tarif-wechseln.md#0,tarif-wechseln.md,0.5732,0
27,mehrquellen,entwurf,hab aus versehen zwei konten und beide haben pro. kann man die zusammenlegen und krieg ich für eins das geld zurück?,bge-m3,sections,1,doppelte-abbuchung.md#2,doppelte-abbuchung.md,0.6053,0
27,mehrquellen,entwurf,hab aus versehen zwei konten und beide haben pro. kann man die zusammenlegen und krieg ich für eins das geld zurück?,bge-m3,sections,2,konten-zusammenfuehren.md#0,konten-zusammenfuehren.md,0.588,1
27,mehrquellen,entwurf,hab aus versehen zwei konten und beide haben pro. kann man die zusammenlegen und krieg ich für eins das geld zurück?,bge-m3,sections,3,erstattungen.md#0,erstattungen.md,0.5698,1
1,einfach,mensch,"hab die passwort mail bekommen aber erst abends reingeschaut, link geht nicht mehr. wie lange ist der eigentlich gültig?",bge-m3,articles,1,passwort-zuruecksetzen.md,passwort-zuruecksetzen.md,0.6386,1
1,einfach,mensch,"hab die passwort mail bekommen aber erst abends reingeschaut, link geht nicht mehr. wie lange ist der eigentlich gültig?",bge-m3,articles,2,verdaechtige-anmeldungen.md,verdaechtige-anmeldungen.md,0.5047,0
1,einfach,mensch,"hab die passwort mail bekommen aber erst abends reingeschaut, link geht nicht mehr. wie lange ist der eigentlich gültig?",bge-m3,articles,3,konten-zusammenfuehren.md,konten-zusammenfuehren.md,0.4802,0
2,veraltet,mensch,"auf eurer seite steht pro kostet 4,99 im monat und man kann 7 tage kostenlos testen. stimmt das so?",bge-m3,articles,1,pro-funktionen-und-preise.md,pro-funktionen-und-preise.md,0.579,0
2,veraltet,mensch,"auf eurer seite steht pro kostet 4,99 im monat und man kann 7 tage kostenlos testen. stimmt das so?",bge-m3,articles,2,preise-und-tarife.md,preise-und-tarife.md,0.5635,1
2,veraltet,mensch,"auf eurer seite steht pro kostet 4,99 im monat und man kann 7 tage kostenlos testen. stimmt das so?",bge-m3,articles,3,doppelte-abbuchung.md,doppelte-abbuchung.md,0.4995,0
3,veraltet,mensch,Gibt es eine Testphase für Pro,bge-m3,articles,1,pro-funktionen-und-preise.md,pro-funktionen-und-preise.md,0.5206,0
3,veraltet,mensch,Gibt es eine Testphase für Pro,bge-m3,articles,2,preise-und-tarife.md,preise-und-tarife.md,0.4804,1
3,veraltet,mensch,Gibt es eine Testphase für Pro,bge-m3,articles,3,roadmap-faq.md,roadmap-faq.md,0.4489,0
4,einfach,mensch,Kann ich mich mit Apple Login einloggen bzw einen Account erstellen,bge-m3,articles,1,anmelden-mit-google.md,anmelden-mit-google.md,0.5387,1
4,einfach,mensch,Kann ich mich mit Apple Login einloggen bzw einen Account erstellen,bge-m3,articles,2,roadmap-faq.md,roadmap-faq.md,0.5367,0
4,einfach,mensch,Kann ich mich mit Apple Login einloggen bzw einen Account erstellen,bge-m3,articles,3,verdaechtige-anmeldungen.md,verdaechtige-anmeldungen.md,0.5094,0
5,einfach,mensch_korrigiert,Wieviele Habits kann ich in der Pro Version tracken,bge-m3,articles,1,habits-anlegen.md,habits-anlegen.md,0.5764,1
5,einfach,mensch_korrigiert,Wieviele Habits kann ich in der Pro Version tracken,bge-m3,articles,2,streaks.md,streaks.md,0.5732,0
5,einfach,mensch_korrigiert,Wieviele Habits kann ich in der Pro Version tracken,bge-m3,articles,3,pro-funktionen-und-preise.md,pro-funktionen-und-preise.md,0.5627,0
6,einfach,mensch,"Der Fokustimer lässt sich nicht verstellen, ich nutze die Free version",bge-m3,articles,1,preise-und-tarife.md,preise-und-tarife.md,0.577,0
6,einfach,mensch,"Der Fokustimer lässt sich nicht verstellen, ich nutze die Free version",bge-m3,articles,2,fokus-timer.md,fokus-timer.md,0.5684,1
6,einfach,mensch,"Der Fokustimer lässt sich nicht verstellen, ich nutze die Free version",bge-m3,articles,3,pro-funktionen-und-preise.md,pro-funktionen-und-preise.md,0.5302,0
7,luecke,mensch_korrigiert,Gibt es Mengenrabatte,bge-m3,articles,1,bekannte-probleme.md,bekannte-probleme.md,0.2107,0
7,luecke,mensch_korrigiert,Gibt es Mengenrabatte,bge-m3,articles,2,roadmap-faq.md,roadmap-faq.md,0.2066,0
7,luecke,mensch_korrigiert,Gibt es Mengenrabatte,bge-m3,articles,3,doppelte-abbuchung.md,doppelte-abbuchung.md,0.1964,0
8,luecke,mensch_korrigiert,Kann ich Daten aus anderen Apps importieren,bge-m3,articles,1,datenschutz-und-speicherort.md,datenschutz-und-speicherort.md,0.541,0
8,luecke,mensch_korrigiert,Kann ich Daten aus anderen Apps importieren,bge-m3,articles,2,synchronisierung.md,synchronisierung.md,0.5272,0
8,luecke,mensch_korrigiert,Kann ich Daten aus anderen Apps importieren,bge-m3,articles,3,roadmap-faq.md,roadmap-faq.md,0.4964,0
9,einfach,mensch_korrigiert,Wie kann ich 2FA einrichten,bge-m3,articles,1,konten-zusammenfuehren.md,konten-zusammenfuehren.md,0.5064,0
9,einfach,mensch_korrigiert,Wie kann ich 2FA einrichten,bge-m3,articles,2,roadmap-faq.md,roadmap-faq.md,0.5002,1
9,einfach,mensch_korrigiert,Wie kann ich 2FA einrichten,bge-m3,articles,3,verdaechtige-anmeldungen.md,verdaechtige-anmeldungen.md,0.4762,1
10,mehrquellen,mensch_korrigiert,"Ich will den Tarif wieder von Pro zu Free wechseln und hab Pro 7 Tage ausprobiert, was passiert mit Restguthaben",bge-m3,articles,1,abo-kuendigen.md,abo-kuendigen.md,0.5909,1
10,mehrquellen,mensch_korrigiert,"Ich will den Tarif wieder von Pro zu Free wechseln und hab Pro 7 Tage ausprobiert, was passiert mit Restguthaben",bge-m3,articles,2,tarif-wechseln.md,tarif-wechseln.md,0.5889,0
10,mehrquellen,mensch_korrigiert,"Ich will den Tarif wieder von Pro zu Free wechseln und hab Pro 7 Tage ausprobiert, was passiert mit Restguthaben",bge-m3,articles,3,erstattungen.md,erstattungen.md,0.5809,1
11,einfach,entwurf,Ich kann seit 3 Tagen den Tracker nicht nutzen weil der passwort reset mir keine email schickt.,bge-m3,articles,1,passwort-zuruecksetzen.md,passwort-zuruecksetzen.md,0.5958,1
11,einfach,entwurf,Ich kann seit 3 Tagen den Tracker nicht nutzen weil der passwort reset mir keine email schickt.,bge-m3,articles,2,verdaechtige-anmeldungen.md,verdaechtige-anmeldungen.md,0.5328,0
11,einfach,entwurf,Ich kann seit 3 Tagen den Tracker nicht nutzen weil der passwort reset mir keine email schickt.,bge-m3,articles,3,roadmap-faq.md,roadmap-faq.md,0.4916,0
12,einfach,entwurf,"Nach dem Google Sign-In lande ich in einem leeren Konto, meine alten Habits sind nicht da. Bin ich versehentlich in einem neuen Account?",bge-m3,articles,1,anmelden-mit-google.md,anmelden-mit-google.md,0.5942,1
12,einfach,entwurf,"Nach dem Google Sign-In lande ich in einem leeren Konto, meine alten Habits sind nicht da. Bin ich versehentlich in einem neuen Account?",bge-m3,articles,2,verdaechtige-anmeldungen.md,verdaechtige-anmeldungen.md,0.5678,0
12,einfach,entwurf,"Nach dem Google Sign-In lande ich in einem leeren Konto, meine alten Habits sind nicht da. Bin ich versehentlich in einem neuen Account?",bge-m3,articles,3,konto-loeschen.md,konto-loeschen.md,0.5675,0
13,einfach,entwurf,"doppelt abgebucht diesen monat!! 6,99 zweimal. bitte sofort erstatten",bge-m3,articles,1,doppelte-abbuchung.md,doppelte-abbuchung.md,0.6912,1
13,einfach,entwurf,"doppelt abgebucht diesen monat!! 6,99 zweimal. bitte sofort erstatten",bge-m3,articles,2,bekannte-probleme.md,bekannte-probleme.md,0.6394,0
13,einfach,entwurf,"doppelt abgebucht diesen monat!! 6,99 zweimal. bitte sofort erstatten",bge-m3,articles,3,erstattungen.md,erstattungen.md,0.5679,1
14,einfach,entwurf,"Fremder Login aus Vietnam in meinem Konto, ich hab eine mail von euch bekommen. Was soll ich jetzt tun?? da sind meine ganzen daten drin",bge-m3,articles,1,verdaechtige-anmeldungen.md,verdaechtige-anmeldungen.md,0.5379,1
14,einfach,entwurf,"Fremder Login aus Vietnam in meinem Konto, ich hab eine mail von euch bekommen. Was soll ich jetzt tun?? da sind meine ganzen daten drin",bge-m3,articles,2,datenschutz-und-speicherort.md,datenschutz-und-speicherort.md,0.5093,0
14,einfach,entwurf,"Fremder Login aus Vietnam in meinem Konto, ich hab eine mail von euch bekommen. Was soll ich jetzt tun?? da sind meine ganzen daten drin",bge-m3,articles,3,konto-loeschen.md,konto-loeschen.md,0.4872,0
15,einfach,entwurf,"Frage zur Datenschutzerklärung: wo genau werden die Daten gespeichert, EU oder US?",bge-m3,articles,1,datenschutz-und-speicherort.md,datenschutz-und-speicherort.md,0.6512,1
15,einfach,entwurf,"Frage zur Datenschutzerklärung: wo genau werden die Daten gespeichert, EU oder US?",bge-m3,articles,2,roadmap-faq.md,roadmap-faq.md,0.4695,0
15,einfach,entwurf,"Frage zur Datenschutzerklärung: wo genau werden die Daten gespeichert, EU oder US?",bge-m3,articles,3,verdaechtige-anmeldungen.md,verdaechtige-anmeldungen.md,0.4654,0
16,einfach,entwurf,gibts eigentlich ein widget für android oder nur fürs iphone?,bge-m3,articles,1,widgets.md,widgets.md,0.635,1
16,einfach,entwurf,gibts eigentlich ein widget für android oder nur fürs iphone?,bge-m3,articles,2,synchronisierung.md,synchronisierung.md,0.5162,0
16,einfach,entwurf,gibts eigentlich ein widget für android oder nur fürs iphone?,bge-m3,articles,3,roadmap-faq.md,roadmap-faq.md,0.4777,0
17,mehrquellen,entwurf,"Ich melde mich mit Google an, hatte früher aber ein Konto mit derselben Mail per Passwort. Jetzt sehe ich zwei unterschiedliche Habit-Listen. Wie führe ich die zusammen?",bge-m3,articles,1,anmelden-mit-google.md,anmelden-mit-google.md,0.6295,1
17,mehrquellen,entwurf,"Ich melde mich mit Google an, hatte früher aber ein Konto mit derselben Mail per Passwort. Jetzt sehe ich zwei unterschiedliche Habit-Listen. Wie führe ich die zusammen?",bge-m3,articles,2,konten-zusammenfuehren.md,konten-zusammenfuehren.md,0.617,1
17,mehrquellen,entwurf,"Ich melde mich mit Google an, hatte früher aber ein Konto mit derselben Mail per Passwort. Jetzt sehe ich zwei unterschiedliche Habit-Listen. Wie führe ich die zusammen?",bge-m3,articles,3,verdaechtige-anmeldungen.md,verdaechtige-anmeldungen.md,0.5648,0
18,einfach,entwurf,"Hab von monatlich auf jährlich gewechselt und wurde sofort voll belastet, obwohl der laufende Monat schon bezahlt war. Bitte prüfen.",bge-m3,articles,1,tarif-wechseln.md,tarif-wechseln.md,0.676,1
18,einfach,entwurf,"Hab von monatlich auf jährlich gewechselt und wurde sofort voll belastet, obwohl der laufende Monat schon bezahlt war. Bitte prüfen.",bge-m3,articles,2,doppelte-abbuchung.md,doppelte-abbuchung.md,0.6315,0
18,einfach,entwurf,"Hab von monatlich auf jährlich gewechselt und wurde sofort voll belastet, obwohl der laufende Monat schon bezahlt war. Bitte prüfen.",bge-m3,articles,3,erstattungen.md,erstattungen.md,0.6075,0
19,mehrquellen,entwurf,"bin vor ner woche von monatlich auf jährlich umgestiegen, war doch ne blöde idee. kann ich zurück und krieg mein geld wieder?",bge-m3,articles,1,tarif-wechseln.md,tarif-wechseln.md,0.6424,1
19,mehrquellen,entwurf,"bin vor ner woche von monatlich auf jährlich umgestiegen, war doch ne blöde idee. kann ich zurück und krieg mein geld wieder?",bge-m3,articles,2,erstattungen.md,erstattungen.md,0.5991,1
19,mehrquellen,entwurf,"bin vor ner woche von monatlich auf jährlich umgestiegen, war doch ne blöde idee. kann ich zurück und krieg mein geld wieder?",bge-m3,articles,3,doppelte-abbuchung.md,doppelte-abbuchung.md,0.5562,0
20,aehnlich,entwurf,"Ich habe mein Abo im App Store gekündigt, aber in der App steht immer noch Pro aktiv bis 2027. Was gilt denn jetzt?",bge-m3,articles,1,abo-kuendigen.md,abo-kuendigen.md,0.6399,1
20,aehnlich,entwurf,"Ich habe mein Abo im App Store gekündigt, aber in der App steht immer noch Pro aktiv bis 2027. Was gilt denn jetzt?",bge-m3,articles,2,tarif-wechseln.md,tarif-wechseln.md,0.5839,0
20,aehnlich,entwurf,"Ich habe mein Abo im App Store gekündigt, aber in der App steht immer noch Pro aktiv bis 2027. Was gilt denn jetzt?",bge-m3,articles,3,erstattungen.md,erstattungen.md,0.5606,0
21,aehnlich,entwurf,hab ausversehen mein konto gelöscht. kann man das rückgängig machen? war 2 jahre drin,bge-m3,articles,1,konto-loeschen.md,konto-loeschen.md,0.6155,1
21,aehnlich,entwurf,hab ausversehen mein konto gelöscht. kann man das rückgängig machen? war 2 jahre drin,bge-m3,articles,2,passwort-zuruecksetzen.md,passwort-zuruecksetzen.md,0.5868,0
21,aehnlich,entwurf,hab ausversehen mein konto gelöscht. kann man das rückgängig machen? war 2 jahre drin,bge-m3,articles,3,doppelte-abbuchung.md,doppelte-abbuchung.md,0.5809,0
22,aehnlich,entwurf,"will nicht mehr zahlen aber meine habits behalten, muss ich dafür mein konto löschen?",bge-m3,articles,1,konto-loeschen.md,konto-loeschen.md,0.6444,0
22,aehnlich,entwurf,"will nicht mehr zahlen aber meine habits behalten, muss ich dafür mein konto löschen?",bge-m3,articles,2,abo-kuendigen.md,abo-kuendigen.md,0.5965,1
22,aehnlich,entwurf,"will nicht mehr zahlen aber meine habits behalten, muss ich dafür mein konto löschen?",bge-m3,articles,3,konten-zusammenfuehren.md,konten-zusammenfuehren.md,0.5652,0
23,aehnlich,entwurf,"hab pro übers iphone gekauft. wenn ich jetzt mein konto lösche, hören die abbuchungen dann auf?",bge-m3,articles,1,konto-loeschen.md,konto-loeschen.md,0.6182,1
23,aehnlich,entwurf,"hab pro übers iphone gekauft. wenn ich jetzt mein konto lösche, hören die abbuchungen dann auf?",bge-m3,articles,2,abo-kuendigen.md,abo-kuendigen.md,0.6151,0
23,aehnlich,entwurf,"hab pro übers iphone gekauft. wenn ich jetzt mein konto lösche, hören die abbuchungen dann auf?",bge-m3,articles,3,doppelte-abbuchung.md,doppelte-abbuchung.md,0.5794,0
24,luecke,entwurf,gibt es die app auch auf spanisch?,bge-m3,articles,1,roadmap-faq.md,roadmap-faq.md,0.4774,0
24,luecke,entwurf,gibt es die app auch auf spanisch?,bge-m3,articles,2,synchronisierung.md,synchronisierung.md,0.4466,0
24,luecke,entwurf,gibt es die app auch auf spanisch?,bge-m3,articles,3,bekannte-probleme.md,bekannte-probleme.md,0.4387,0
25,luecke,entwurf,"Hallo, ich benötige für die letzten 6 Monate Rechnungen mit meiner Firmenanschrift und USt-IdNr. Können Sie mir diese zusenden?",bge-m3,articles,1,doppelte-abbuchung.md,doppelte-abbuchung.md,0.4585,0
25,luecke,entwurf,"Hallo, ich benötige für die letzten 6 Monate Rechnungen mit meiner Firmenanschrift und USt-IdNr. Können Sie mir diese zusenden?",bge-m3,articles,2,erstattungen.md,erstattungen.md,0.4547,0
25,luecke,entwurf,"Hallo, ich benötige für die letzten 6 Monate Rechnungen mit meiner Firmenanschrift und USt-IdNr. Können Sie mir diese zusenden?",bge-m3,articles,3,konten-zusammenfuehren.md,konten-zusammenfuehren.md,0.4478,0
26,veraltet,entwurf,lohnt sich das jahresabo? wieviel spart man da gegenüber monatlich?,bge-m3,articles,1,tarif-wechseln.md,tarif-wechseln.md,0.5795,0
26,veraltet,entwurf,lohnt sich das jahresabo? wieviel spart man da gegenüber monatlich?,bge-m3,articles,2,erstattungen.md,erstattungen.md,0.5529,0
26,veraltet,entwurf,lohnt sich das jahresabo? wieviel spart man da gegenüber monatlich?,bge-m3,articles,3,preise-und-tarife.md,preise-und-tarife.md,0.5387,1
27,mehrquellen,entwurf,hab aus versehen zwei konten und beide haben pro. kann man die zusammenlegen und krieg ich für eins das geld zurück?,bge-m3,articles,1,konten-zusammenfuehren.md,konten-zusammenfuehren.md,0.6115,1
27,mehrquellen,entwurf,hab aus versehen zwei konten und beide haben pro. kann man die zusammenlegen und krieg ich für eins das geld zurück?,bge-m3,articles,2,erstattungen.md,erstattungen.md,0.5591,1
27,mehrquellen,entwurf,hab aus versehen zwei konten und beide haben pro. kann man die zusammenlegen und krieg ich für eins das geld zurück?,bge-m3,articles,3,doppelte-abbuchung.md,doppelte-abbuchung.md,0.5543,0
1,einfach,mensch,"hab die passwort mail bekommen aber erst abends reingeschaut, link geht nicht mehr. wie lange ist der eigentlich gültig?",bge-m3,contextual,1,passwort-zuruecksetzen.md#1,passwort-zuruecksetzen.md,0.62,1
1,einfach,mensch,"hab die passwort mail bekommen aber erst abends reingeschaut, link geht nicht mehr. wie lange ist der eigentlich gültig?",bge-m3,contextual,2,passwort-zuruecksetzen.md#2,passwort-zuruecksetzen.md,0.6157,1
1,einfach,mensch,"hab die passwort mail bekommen aber erst abends reingeschaut, link geht nicht mehr. wie lange ist der eigentlich gültig?",bge-m3,contextual,3,passwort-zuruecksetzen.md#3,passwort-zuruecksetzen.md,0.5132,1
2,veraltet,mensch,"auf eurer seite steht pro kostet 4,99 im monat und man kann 7 tage kostenlos testen. stimmt das so?",bge-m3,contextual,1,pro-funktionen-und-preise.md#3,pro-funktionen-und-preise.md,0.618,0
2,veraltet,mensch,"auf eurer seite steht pro kostet 4,99 im monat und man kann 7 tage kostenlos testen. stimmt das so?",bge-m3,contextual,2,preise-und-tarife.md#2,preise-und-tarife.md,0.5876,1
2,veraltet,mensch,"auf eurer seite steht pro kostet 4,99 im monat und man kann 7 tage kostenlos testen. stimmt das so?",bge-m3,contextual,3,preise-und-tarife.md#3,preise-und-tarife.md,0.5624,1
3,veraltet,mensch,Gibt es eine Testphase für Pro,bge-m3,contextual,1,pro-funktionen-und-preise.md#3,pro-funktionen-und-preise.md,0.6596,0
3,veraltet,mensch,Gibt es eine Testphase für Pro,bge-m3,contextual,2,pro-funktionen-und-preise.md#1,pro-funktionen-und-preise.md,0.5686,0
3,veraltet,mensch,Gibt es eine Testphase für Pro,bge-m3,contextual,3,pro-funktionen-und-preise.md#4,pro-funktionen-und-preise.md,0.5277,0
4,einfach,mensch,Kann ich mich mit Apple Login einloggen bzw einen Account erstellen,bge-m3,contextual,1,anmelden-mit-google.md#1,anmelden-mit-google.md,0.5393,1
4,einfach,mensch,Kann ich mich mit Apple Login einloggen bzw einen Account erstellen,bge-m3,contextual,2,verdaechtige-anmeldungen.md#2,verdaechtige-anmeldungen.md,0.5353,0
4,einfach,mensch,Kann ich mich mit Apple Login einloggen bzw einen Account erstellen,bge-m3,contextual,3,konten-zusammenfuehren.md#0,konten-zusammenfuehren.md,0.5248,0
5,einfach,mensch_korrigiert,Wieviele Habits kann ich in der Pro Version tracken,bge-m3,contextual,1,habits-anlegen.md#2,habits-anlegen.md,0.6655,1
5,einfach,mensch_korrigiert,Wieviele Habits kann ich in der Pro Version tracken,bge-m3,contextual,2,pro-funktionen-und-preise.md#1,pro-funktionen-und-preise.md,0.6267,0
5,einfach,mensch_korrigiert,Wieviele Habits kann ich in der Pro Version tracken,bge-m3,contextual,3,streaks.md#3,streaks.md,0.6022,0
6,einfach,mensch,"Der Fokustimer lässt sich nicht verstellen, ich nutze die Free version",bge-m3,contextual,1,preise-und-tarife.md#1,preise-und-tarife.md,0.6258,0
6,einfach,mensch,"Der Fokustimer lässt sich nicht verstellen, ich nutze die Free version",bge-m3,contextual,2,fokus-timer.md#2,fokus-timer.md,0.5986,1
6,einfach,mensch,"Der Fokustimer lässt sich nicht verstellen, ich nutze die Free version",bge-m3,contextual,3,bekannte-probleme.md#3,bekannte-probleme.md,0.5527,0
7,luecke,mensch_korrigiert,Gibt es Mengenrabatte,bge-m3,contextual,1,roadmap-faq.md#0,roadmap-faq.md,0.208,0
7,luecke,mensch_korrigiert,Gibt es Mengenrabatte,bge-m3,contextual,2,tarif-wechseln.md#1,tarif-wechseln.md,0.2034,0
7,luecke,mensch_korrigiert,Gibt es Mengenrabatte,bge-m3,contextual,3,fokus-timer.md#2,fokus-timer.md,0.194,0
8,luecke,mensch_korrigiert,Kann ich Daten aus anderen Apps importieren,bge-m3,contextual,1,datenschutz-und-speicherort.md#6,datenschutz-und-speicherort.md,0.5133,0
8,luecke,mensch_korrigiert,Kann ich Daten aus anderen Apps importieren,bge-m3,contextual,2,synchronisierung.md#0,synchronisierung.md,0.5123,0
8,luecke,mensch_korrigiert,Kann ich Daten aus anderen Apps importieren,bge-m3,contextual,3,roadmap-faq.md#4,roadmap-faq.md,0.5113,0
9,einfach,mensch_korrigiert,Wie kann ich 2FA einrichten,bge-m3,contextual,1,verdaechtige-anmeldungen.md#3,verdaechtige-anmeldungen.md,0.5704,1
9,einfach,mensch_korrigiert,Wie kann ich 2FA einrichten,bge-m3,contextual,2,roadmap-faq.md#3,roadmap-faq.md,0.5265,1
9,einfach,mensch_korrigiert,Wie kann ich 2FA einrichten,bge-m3,contextual,3,tarif-wechseln.md#3,tarif-wechseln.md,0.4917,0
